id,label,book_id,book_title,book_type,page,num_images,image_labels,image_iiif
3e4d5159-9e10-42d3-86b7-42043bfc05c7/pp-116-117-insertion-a-verso,Entretiens avec Claude Lévi-Strauss. pp. 116-117 Insertion A,https://derridas-margins.princeton.edu/titles/106/,Entretiens avec Claude Lévi-Strauss,Book,pp. 116-117,2,verso;recto,"https://derridas-margins.princeton.edu/library/charbonnier-entretiens-avec-claude-levi-strauss-1961/gallery/images/pp-116-117-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/charbonnier-entretiens-avec-claude-levi-strauss-1961/gallery/images/pp-116-117-insertion-a-recto/iiif/full/500,/0/default.jpg"
c30a5a80-c375-4bca-b200-2638b28e0c58/pp-256-257-insertion-a-verso,Platon. Platon. Oeuvres Complètes : Tome troisième. Le Banquet / Phédon / Phèdre / Théétète / Parménide. pp. 256-257 Insertion A,https://derridas-margins.princeton.edu/titles/214/,Phèdre,Book,pp. 256-257,2,verso;recto,"https://derridas-margins.princeton.edu/library/plato-phaedrus-1938/gallery/images/pp-256-257-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/plato-phaedrus-1938/gallery/images/pp-256-257-insertion-a-recto/iiif/full/500,/0/default.jpg"
5871fd80-b2fe-4a8c-b62c-c67a4b71b607/pp-120-121-insertion-a-recto,"Derrida, Jacques. L'Écriture et la différence. pp. 120-121 Insertion A",https://derridas-margins.princeton.edu/titles/11/,L'écriture et la différence,Book,pp. 120-121,2,recto;verso,"https://derridas-margins.princeton.edu/library/derrida-lecriture-et-la-difference-1967/gallery/images/pp-120-121-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/derrida-lecriture-et-la-difference-1967/gallery/images/pp-120-121-insertion-a-verso/iiif/full/500,/0/default.jpg"
807eab70-c736-45a8-83df-6018a4ea8b65/pp-44-45-insertion-a-recto,"Franz Kafka. Oeuvres complètes, Tome VI. pp. 44-45 Insertion A",https://derridas-margins.princeton.edu/titles/199/,Oeuvres complètes de Franz Kafka,Book,pp. 44-45,2,recto;verso,"https://derridas-margins.princeton.edu/library/kafka-oeuvres-completes-vol-vi-1964/gallery/images/pp-44-45-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/kafka-oeuvres-completes-vol-vi-1964/gallery/images/pp-44-45-insertion-a-verso/iiif/full/500,/0/default.jpg"
e82af5e5-54d8-4c15-954d-7a8cb6cd7241/p-39-with-insertion-a,Martin Heidegger. Essais et conférences. p. 39 with Insertion A,https://derridas-margins.princeton.edu/titles/197/,Essais et conférences,Book,p. 39,1,,"https://derridas-margins.princeton.edu/library/heidegger-vortrage-und-aufsatze-1958/gallery/images/p-39-with-insertion-a/iiif/full/500,/0/default.jpg"
338b5905-b576-4df1-87a6-3dbe4174295d/pp-560-561-insertion-a-verso,"Oeuvres complètes. Tome I : Les Confessions, Dialogues, Les Rêveries du promeneur solitaire, Fragments autobiographiques. pp. 560-561 Insertion A",https://derridas-margins.princeton.edu/titles/177/,"Oeuvres complètes de J.-J. Rousseau, vol. I",Book,pp. 560-561,2,verso;recto,"https://derridas-margins.princeton.edu/library/rousseau-oeuvres-completes-tome-i-1959/gallery/images/pp-560-561-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/rousseau-oeuvres-completes-tome-i-1959/gallery/images/pp-560-561-insertion-a-recto/iiif/full/500,/0/default.jpg"
55f33d9c-375b-4aaf-adae-5a2e1df47240/pp-346-347-insertion-a-recto,Emile ou l'éducation. pp. 346-347 Insertion A,https://derridas-margins.princeton.edu/titles/88/,Émile ou de l'éducation,Book,pp. 346-347,1,recto,"https://derridas-margins.princeton.edu/library/rousseau-emile-ou-de-leducation-1966/gallery/images/pp-346-347-insertion-a-recto/iiif/full/500,/0/default.jpg"
dd73a355-c3b9-47a5-acec-098570fc6b68/pp-186-187-insertion-a-verso,David Hume. Dialogues sur la religion naturelle. pp. 186-187 Insertion A,https://derridas-margins.princeton.edu/titles/101/,Dialogues sur la religion naturelle,Book,pp. 186-187,2,verso;recto,"https://derridas-margins.princeton.edu/library/hume-dialogues-concerning-natural-religion-1964/gallery/images/pp-186-187-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/hume-dialogues-concerning-natural-religion-1964/gallery/images/pp-186-187-insertion-a-recto/iiif/full/500,/0/default.jpg"
80d16b0c-9520-48d9-91b0-dabfc5aa8f65/pp-inside-front-cover-title-page-recto-insertion-j-verso,"Philosophical writings of Peirce,. pp. Inside Front Cover-Title Page recto Insertion J",https://derridas-margins.princeton.edu/titles/217/,The Philosophical Writings of Peirce,Book,pp. Inside Front Cover-Title Page recto,2,verso;recto,"https://derridas-margins.princeton.edu/library/peirce-the-philosophical-writings-of-peirce-1955/gallery/images/pp-inside-front-cover-title-page-recto-insertion-j-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/peirce-the-philosophical-writings-of-peirce-1955/gallery/images/pp-inside-front-cover-title-page-recto-insertion-j-recto/iiif/full/500,/0/default.jpg"
338b5905-b576-4df1-87a6-3dbe4174295d/pp-444-445-insertion-a-verso,"Oeuvres complètes. Tome I : Les Confessions, Dialogues, Les Rêveries du promeneur solitaire, Fragments autobiographiques. pp. 444-445 Insertion A",https://derridas-margins.princeton.edu/titles/177/,"Oeuvres complètes de J.-J. Rousseau, vol. I",Book,pp. 444-445,2,verso;recto,"https://derridas-margins.princeton.edu/library/rousseau-oeuvres-completes-tome-i-1959/gallery/images/pp-444-445-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/rousseau-oeuvres-completes-tome-i-1959/gallery/images/pp-444-445-insertion-a-recto/iiif/full/500,/0/default.jpg"
807eab70-c736-45a8-83df-6018a4ea8b65/pp-152-153-insertion-a-recto,"Franz Kafka. Oeuvres complètes, Tome VI. pp. 152-153 Insertion A",https://derridas-margins.princeton.edu/titles/199/,Oeuvres complètes de Franz Kafka,Book,pp. 152-153,2,recto;verso,"https://derridas-margins.princeton.edu/library/kafka-oeuvres-completes-vol-vi-1964/gallery/images/pp-152-153-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/kafka-oeuvres-completes-vol-vi-1964/gallery/images/pp-152-153-insertion-a-verso/iiif/full/500,/0/default.jpg"
1edad388-2403-43de-9e73-b7b111ddd078/pp-108-109-insertion-a-in-situ-recto,Essais de linguistique générale. pp. 108-109 Insertion A,https://derridas-margins.princeton.edu/titles/107/,Essais de linguistique générale,Book,pp. 108-109,4,in situ recto;in situ verso;recto;verso,"https://derridas-margins.princeton.edu/library/jakobson-fundamentals-of-language-1963/gallery/images/pp-108-109-insertion-a-in-situ-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/jakobson-fundamentals-of-language-1963/gallery/images/pp-108-109-insertion-a-in-situ-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/jakobson-fundamentals-of-language-1963/gallery/images/pp-108-109-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/jakobson-fundamentals-of-language-1963/gallery/images/pp-108-109-insertion-a-verso/iiif/full/500,/0/default.jpg"
1edad388-2403-43de-9e73-b7b111ddd078/pp-162-163-insertion-a-recto,Essais de linguistique générale. pp. 162-163 Insertion A,https://derridas-margins.princeton.edu/titles/107/,Essais de linguistique générale,Book,pp. 162-163,2,recto;verso,"https://derridas-margins.princeton.edu/library/jakobson-fundamentals-of-language-1963/gallery/images/pp-162-163-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/jakobson-fundamentals-of-language-1963/gallery/images/pp-162-163-insertion-a-verso/iiif/full/500,/0/default.jpg"
5871fd80-b2fe-4a8c-b62c-c67a4b71b607/pp-386-387-insertion-b-verso,"Derrida, Jacques. L'Écriture et la différence. pp. 386-387 Insertion B",https://derridas-margins.princeton.edu/titles/11/,L'écriture et la différence,Book,pp. 386-387,1,verso,"https://derridas-margins.princeton.edu/library/derrida-lecriture-et-la-difference-1967/gallery/images/pp-386-387-insertion-b-verso/iiif/full/500,/0/default.jpg"
85d13203-3805-4314-a20e-d2dde23d0863/pp-inside-front-cover-front-flyleaf-1-recto-insertion-f-recto,Edmund Husserl. Husserliana (Band VI) : Die Krisis der europäischen Wissenschaften und die Transzendentale Phänomenologie. pp. Inside front cover - Front flyleaf 1 recto Insertion F,https://derridas-margins.princeton.edu/titles/113/,Die Krisis der europäischen Wissenschaften und die transzendentale Phänomenologie: Eine Einleitung in die phänomenologische Philosophie,Book,pp. Inside front cover - Front flyleaf 1 recto,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-die-krisis-der-europaischen-wissenschaften-und-die-transzendentale-phanomenologie-1954/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-f-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-die-krisis-der-europaischen-wissenschaften-und-die-transzendentale-phanomenologie-1954/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-f-verso/iiif/full/500,/0/default.jpg"
7546c2a9-d05f-4036-a925-1ac42bac0ff9/pp-8-9-insertion-a-verso,"Martinet, André. La linguistique synchronique : Études et recherches. pp. 8-9 Insertion A",https://derridas-margins.princeton.edu/titles/23/,La linguistique synchronique: Études et Recherches,Book,pp. 8-9,2,verso;recto,"https://derridas-margins.princeton.edu/library/martinet-la-linguistique-synchronique-etudes-et-recherches-1965/gallery/images/pp-8-9-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/martinet-la-linguistique-synchronique-etudes-et-recherches-1965/gallery/images/pp-8-9-insertion-a-recto/iiif/full/500,/0/default.jpg"
3e4d5159-9e10-42d3-86b7-42043bfc05c7/pp-114-115-insertion-a-verso,Entretiens avec Claude Lévi-Strauss. pp. 114-115 Insertion A,https://derridas-margins.princeton.edu/titles/106/,Entretiens avec Claude Lévi-Strauss,Book,pp. 114-115,2,verso;recto,"https://derridas-margins.princeton.edu/library/charbonnier-entretiens-avec-claude-levi-strauss-1961/gallery/images/pp-114-115-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/charbonnier-entretiens-avec-claude-levi-strauss-1961/gallery/images/pp-114-115-insertion-a-recto/iiif/full/500,/0/default.jpg"
85d13203-3805-4314-a20e-d2dde23d0863/pp-inside-front-cover-front-flyleaf-1-recto-insertion-c-recto,Edmund Husserl. Husserliana (Band VI) : Die Krisis der europäischen Wissenschaften und die Transzendentale Phänomenologie. pp. Inside front cover - Front flyleaf 1 recto Insertion C,https://derridas-margins.princeton.edu/titles/113/,Die Krisis der europäischen Wissenschaften und die transzendentale Phänomenologie: Eine Einleitung in die phänomenologische Philosophie,Book,pp. Inside front cover - Front flyleaf 1 recto,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-die-krisis-der-europaischen-wissenschaften-und-die-transzendentale-phanomenologie-1954/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-c-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-die-krisis-der-europaischen-wissenschaften-und-die-transzendentale-phanomenologie-1954/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-c-verso/iiif/full/500,/0/default.jpg"
4cba5fd0-2e18-4e34-80b5-336fc59a607e/pp-124-125-insertion-a-recto,Friedrich Nietzsche. La Naissance de la tragédie. pp. 124-125 Insertion A,https://derridas-margins.princeton.edu/titles/116/,La Naissance de la tragédie,Book,pp. 124-125,2,recto;verso,"https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-124-125-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-124-125-insertion-a-verso/iiif/full/500,/0/default.jpg"
bdcf0162-d0cf-4bb6-9a08-a207117250b3/pp-110-111-insertion-a-verso,"Introduction à la métaphysique,. pp. 110-111 Insertion A",https://derridas-margins.princeton.edu/titles/115/,Introduction à la métaphysique,Book,pp. 110-111,2,verso;recto,"https://derridas-margins.princeton.edu/library/heidegger-einfuhrung-in-die-metaphysic-1958/gallery/images/pp-110-111-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/heidegger-einfuhrung-in-die-metaphysic-1958/gallery/images/pp-110-111-insertion-a-recto/iiif/full/500,/0/default.jpg"
5eb246f3-3d8b-43fe-9ff5-2ff563c2b347/pp-94-95-insertion-a-recto,J.-B. Vico Oeuvres choisies. pp. 94-95 Insertion A,https://derridas-margins.princeton.edu/titles/195/,Oeuvres choisies de Vico,Book,pp. 94-95,2,recto;verso,"https://derridas-margins.princeton.edu/library/vico-oeuvres-choisies-1946/gallery/images/pp-94-95-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/vico-oeuvres-choisies-1946/gallery/images/pp-94-95-insertion-a-verso/iiif/full/500,/0/default.jpg"
350a6f37-633d-4950-a994-2d2afa81e723/pp-146-147-insertion-a-recto,"Marcel Mauss. Sociologie et anthropologie, précédé d'une Introduction à l'oeuvre de Marcel Mauss par Claude Lévi-Strauss. pp. 146-147 Insertion A",https://derridas-margins.princeton.edu/titles/225/,Sociologie et anthropologie,Book,pp. 146-147,2,recto;verso,"https://derridas-margins.princeton.edu/library/levi-strauss-sociologie-et-anthropologie-1950/gallery/images/pp-146-147-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/levi-strauss-sociologie-et-anthropologie-1950/gallery/images/pp-146-147-insertion-a-verso/iiif/full/500,/0/default.jpg"
d5b6c0fb-cb10-473f-8063-bffe3f9c6a4e/pp-328-329-insertion-a-recto,Edmund Husserl. Idées directrices pour une phénoménologie et une philosophie phénoménologique pures. Introduction générale à la phénoménologie pure. pp. 328-329 Insertion A,https://derridas-margins.princeton.edu/titles/112/,Idées I,Book,pp. 328-329,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-ideen-zu-einer-reinen-phanomenologie-und-phanomenologischen-philosophie-erstes-1950/gallery/images/pp-328-329-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-ideen-zu-einer-reinen-phanomenologie-und-phanomenologischen-philosophie-erstes-1950/gallery/images/pp-328-329-insertion-a-verso/iiif/full/500,/0/default.jpg"
78c194f8-2b09-4933-bb2f-7c54c42986c5/back-cover-with-insertion-b-recto,Descartes. Discours de la méthode. Back cover with Insertion B,https://derridas-margins.princeton.edu/titles/103/,Discours de la méthode,Book,Back cover,1,recto,"https://derridas-margins.princeton.edu/library/descartes-discours-de-la-methode-1943/gallery/images/back-cover-with-insertion-b-recto/iiif/full/500,/0/default.jpg"
5eb246f3-3d8b-43fe-9ff5-2ff563c2b347/pp-164-165-insertion-a-recto,J.-B. Vico Oeuvres choisies. pp. 164-165 Insertion A,https://derridas-margins.princeton.edu/titles/195/,Oeuvres choisies de Vico,Book,pp. 164-165,2,recto;verso,"https://derridas-margins.princeton.edu/library/vico-oeuvres-choisies-1946/gallery/images/pp-164-165-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/vico-oeuvres-choisies-1946/gallery/images/pp-164-165-insertion-a-verso/iiif/full/500,/0/default.jpg"
4cba5fd0-2e18-4e34-80b5-336fc59a607e/pp-236-237-insertion-a-verso,Friedrich Nietzsche. La Naissance de la tragédie. pp. 236-237 Insertion A,https://derridas-margins.princeton.edu/titles/116/,La Naissance de la tragédie,Book,pp. 236-237,2,verso;recto,"https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-236-237-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-236-237-insertion-a-recto/iiif/full/500,/0/default.jpg"
4cba5fd0-2e18-4e34-80b5-336fc59a607e/pp-110-111-insertion-a-recto,Friedrich Nietzsche. La Naissance de la tragédie. pp. 110-111 Insertion A,https://derridas-margins.princeton.edu/titles/116/,La Naissance de la tragédie,Book,pp. 110-111,2,recto;verso,"https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-110-111-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-110-111-insertion-a-verso/iiif/full/500,/0/default.jpg"
fd0c493c-d3ac-4daa-80a1-e591bb4458f5/pp-288-289-insertion-a-recto,"G. W. F. Hegel. La phénoménologie de l'esprit , Tome II. pp. 288-289 Insertion A",https://derridas-margins.princeton.edu/titles/127/,La Phénoménologie de l'esprit,Book,pp. 288-289,2,recto;verso,"https://derridas-margins.princeton.edu/library/hegel-phanomenologie-des-geistes-1947/gallery/images/pp-288-289-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/hegel-phanomenologie-des-geistes-1947/gallery/images/pp-288-289-insertion-a-verso/iiif/full/500,/0/default.jpg"
5eb246f3-3d8b-43fe-9ff5-2ff563c2b347/pp-74-75-insertion-a-recto,J.-B. Vico Oeuvres choisies. pp. 74-75 Insertion A,https://derridas-margins.princeton.edu/titles/195/,Oeuvres choisies de Vico,Book,pp. 74-75,2,recto;verso,"https://derridas-margins.princeton.edu/library/vico-oeuvres-choisies-1946/gallery/images/pp-74-75-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/vico-oeuvres-choisies-1946/gallery/images/pp-74-75-insertion-a-verso/iiif/full/500,/0/default.jpg"
80d16b0c-9520-48d9-91b0-dabfc5aa8f65/pp-inside-front-cover-title-page-recto-insertion-g-verso,"Philosophical writings of Peirce,. pp. Inside Front Cover-Title Page recto Insertion G",https://derridas-margins.princeton.edu/titles/217/,The Philosophical Writings of Peirce,Book,pp. Inside Front Cover-Title Page recto,2,verso;recto,"https://derridas-margins.princeton.edu/library/peirce-the-philosophical-writings-of-peirce-1955/gallery/images/pp-inside-front-cover-title-page-recto-insertion-g-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/peirce-the-philosophical-writings-of-peirce-1955/gallery/images/pp-inside-front-cover-title-page-recto-insertion-g-recto/iiif/full/500,/0/default.jpg"
7fa81c13-f7a2-40b9-ad90-7eab3ac031a7/pp-34-35-insertion-a-recto,Martin Heidegger. Zur Seinsfrage. pp. 34-35 Insertion A,https://derridas-margins.princeton.edu/titles/140/,Zur Seinsfrage,Book,pp. 34-35,2,recto;verso,"https://derridas-margins.princeton.edu/library/heidegger-zur-seinsfrage-1959/gallery/images/pp-34-35-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/heidegger-zur-seinsfrage-1959/gallery/images/pp-34-35-insertion-a-verso/iiif/full/500,/0/default.jpg"
d0b94043-3a44-44e1-9f20-ce1fad8b5715/pp-1102-1103-insertion-a-verso,Montaigne. Essais. pp. 1102-1103 Insertion A,https://derridas-margins.princeton.edu/titles/81/,Essais,Book,pp. 1102-1103,2,verso;recto,"https://derridas-margins.princeton.edu/library/montaigne-essais-1580/gallery/images/pp-1102-1103-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/montaigne-essais-1580/gallery/images/pp-1102-1103-insertion-a-recto/iiif/full/500,/0/default.jpg"
c1ed0483-039d-4286-b3a6-e83860e8d171/pp-338-339-insertion-a-vii,Anthropologie structurale. pp. 338-339 Insertion A,https://derridas-margins.princeton.edu/titles/97/,Anthropologie structurale,Book,pp. 338-339,3,vii;viii;ix,"https://derridas-margins.princeton.edu/library/levi-strauss-anthropologie-structurale-1958/gallery/images/pp-338-339-insertion-a-vii/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/levi-strauss-anthropologie-structurale-1958/gallery/images/pp-338-339-insertion-a-viii/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/levi-strauss-anthropologie-structurale-1958/gallery/images/pp-338-339-insertion-a-ix/iiif/full/500,/0/default.jpg"
8b2e576c-d0d6-4c4f-8052-35516814b62a/pp-320-321-insertion-a-verso,G. W. F. Hegel. Esthétique. Tome III (1ère Partie). pp. 320-321 Insertion A,https://derridas-margins.princeton.edu/titles/110/,"Esthétique, III, I.",Book,pp. 320-321,2,verso;recto,"https://derridas-margins.princeton.edu/library/hegel-vorlesungen-uber-die-asthetik-1944/gallery/images/pp-320-321-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/hegel-vorlesungen-uber-die-asthetik-1944/gallery/images/pp-320-321-insertion-a-recto/iiif/full/500,/0/default.jpg"
d5b6c0fb-cb10-473f-8063-bffe3f9c6a4e/pp-548-549-insertion-a-recto,Edmund Husserl. Idées directrices pour une phénoménologie et une philosophie phénoménologique pures. Introduction générale à la phénoménologie pure. pp. 548-549 Insertion A,https://derridas-margins.princeton.edu/titles/112/,Idées I,Book,pp. 548-549,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-ideen-zu-einer-reinen-phanomenologie-und-phanomenologischen-philosophie-erstes-1950/gallery/images/pp-548-549-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-ideen-zu-einer-reinen-phanomenologie-und-phanomenologischen-philosophie-erstes-1950/gallery/images/pp-548-549-insertion-a-verso/iiif/full/500,/0/default.jpg"
bdcf0162-d0cf-4bb6-9a08-a207117250b3/pp-24-25-insertion-a-recto,"Introduction à la métaphysique,. pp. 24-25 Insertion A",https://derridas-margins.princeton.edu/titles/115/,Introduction à la métaphysique,Book,pp. 24-25,1,recto,"https://derridas-margins.princeton.edu/library/heidegger-einfuhrung-in-die-metaphysic-1958/gallery/images/pp-24-25-insertion-a-recto/iiif/full/500,/0/default.jpg"
66c89679-f365-4034-8cad-e381f0f9996e/pp-163-insertion-a-verso,Plato. Platon. Oeuvres Complètes : Tome VII-1ère partie. La République (Livres IV-VII). pp. 163 Insertion A,https://derridas-margins.princeton.edu/titles/200/,La République,Book,pp. 163,2,verso;recto,"https://derridas-margins.princeton.edu/library/plato-the-republic-1956/gallery/images/pp-163-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/plato-the-republic-1956/gallery/images/pp-163-insertion-a-recto/iiif/full/500,/0/default.jpg"
e82af5e5-54d8-4c15-954d-7a8cb6cd7241/p-33-with-insertion-a,Martin Heidegger. Essais et conférences. p. 33 with Insertion A,https://derridas-margins.princeton.edu/titles/197/,Essais et conférences,Book,p. 33,1,,"https://derridas-margins.princeton.edu/library/heidegger-vortrage-und-aufsatze-1958/gallery/images/p-33-with-insertion-a/iiif/full/500,/0/default.jpg"
17671685-821b-49d3-96db-77f4ad3b0323/pp-104-105-insertion-a-recto,Communications n°4. pp. 104-105 Insertion A,https://derridas-margins.princeton.edu/titles/220/,Rhétorique de l'image,Journal Article,pp. 104-105,2,recto;verso,"https://derridas-margins.princeton.edu/library/barthes-rhetorique-de-limage-1964/gallery/images/pp-104-105-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/barthes-rhetorique-de-limage-1964/gallery/images/pp-104-105-insertion-a-verso/iiif/full/500,/0/default.jpg"
4cba5fd0-2e18-4e34-80b5-336fc59a607e/pp-178-179-insertion-a-recto,Friedrich Nietzsche. La Naissance de la tragédie. pp. 178-179 Insertion A,https://derridas-margins.princeton.edu/titles/116/,La Naissance de la tragédie,Book,pp. 178-179,2,recto;verso,"https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-178-179-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-178-179-insertion-a-verso/iiif/full/500,/0/default.jpg"
d22dedbc-3252-40f6-9a82-b345d2b0f3fe/pp-102-103-insertion-a-recto,G. W. F. Hegel. Précis de l'encyclopédie des sciences philosophiques. pp. 102-103 Insertion A,https://derridas-margins.princeton.edu/titles/109/,Encyclopédie,Book,pp. 102-103,2,recto;verso,"https://derridas-margins.princeton.edu/library/hegel-enzyklopadie-der-philosophischen-wissenschaften-im-grundrisse-1952/gallery/images/pp-102-103-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/hegel-enzyklopadie-der-philosophischen-wissenschaften-im-grundrisse-1952/gallery/images/pp-102-103-insertion-a-verso/iiif/full/500,/0/default.jpg"
807eab70-c736-45a8-83df-6018a4ea8b65/pp-410-411-insertion-b-recto,"Franz Kafka. Oeuvres complètes, Tome VI. pp. 410-411 Insertion B",https://derridas-margins.princeton.edu/titles/199/,Oeuvres complètes de Franz Kafka,Book,pp. 410-411,2,recto;verso,"https://derridas-margins.princeton.edu/library/kafka-oeuvres-completes-vol-vi-1964/gallery/images/pp-410-411-insertion-b-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/kafka-oeuvres-completes-vol-vi-1964/gallery/images/pp-410-411-insertion-b-verso/iiif/full/500,/0/default.jpg"
85d13203-3805-4314-a20e-d2dde23d0863/pp-inside-front-cover-front-flyleaf-1-recto-insertion-h-recto,Edmund Husserl. Husserliana (Band VI) : Die Krisis der europäischen Wissenschaften und die Transzendentale Phänomenologie. pp. Inside front cover - Front flyleaf 1 recto Insertion H,https://derridas-margins.princeton.edu/titles/113/,Die Krisis der europäischen Wissenschaften und die transzendentale Phänomenologie: Eine Einleitung in die phänomenologische Philosophie,Book,pp. Inside front cover - Front flyleaf 1 recto,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-die-krisis-der-europaischen-wissenschaften-und-die-transzendentale-phanomenologie-1954/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-h-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-die-krisis-der-europaischen-wissenschaften-und-die-transzendentale-phanomenologie-1954/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-h-verso/iiif/full/500,/0/default.jpg"
111f41c5-bc8e-4b96-b59a-74297eb4e9ab/pp-152-153-insertion-a-i,"Derrida, Jacques. L'Origine de la géométrie. pp. 152-153 Insertion A",https://derridas-margins.princeton.edu/titles/96/,L'origine de la géométrie,Book,pp. 152-153,4,i;ii;iii;iv,"https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-152-153-insertion-a-i/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-152-153-insertion-a-ii/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-152-153-insertion-a-iii/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-152-153-insertion-a-iv/iiif/full/500,/0/default.jpg"
